LGA,Travel time to GPO (minutes),Area (km^2),ARIA+ (min),ARIA+ (max),ARIA+ (avg),Commercial (km^2),Industrial (km^2),Residential (km^2),Rural (km^2),Other (km^2),"2012 ERP age 0-4, persons","2012 ERP age 5-9, persons","2012 ERP age 10-14, persons","2012 ERP age 15-19, persons","2012 ERP age 20-24, persons","2012 ERP age 25-44, persons","2012 ERP age 45-64, persons","2012 ERP age 65-69, persons","2012 ERP age 70-74, persons","2012 ERP age 75-79, persons","2012 ERP age 80-84, persons","2012 ERP age 85+, persons","2012 ERP, total","2007 ERP age 0-4, persons","2007 ERP age 5-9, persons","2007 ERP age 10-14, persons","2007 ERP age 15-19, persons","2007 ERP age 20-24, persons","2007 ERP age 25-44, persons","2007 ERP age 45-64, persons","2007 ERP age 65-69, persons","2007 ERP age 70-74, persons","2007 ERP age 75-79, persons","2007 ERP age 80-84, persons","2007 ERP age 85+, persons","2007 ERP, total",Public Hospitals,Private Hospitals,Community Health Centres,Bush Nursing Centres,Allied Health,Alternative Health,Child Protection and Family,Dental,Disability,General Practice,Homelessness,Mental Health,Pharmacies,Aged Care (High Care),Aged Care (Low Care),Aged Care (SRS),Kinder and/or Childcare,Primary Schools,Secondary Schools,P12 Schools,Other Schools,Centrelink Offices,Medicare Offices,Medicare Access Points,Number of Households,Occupied private dwellings,Population in non-private dwellings,Public Housing Dwellings,Dwellings with no motor vehicle,Dwellings with no internet,Equivalent household income <$600/week,"Personal income <$400/week, persons",Number of families,Female-headed lone parent families,Male-headed lone parent families,% residing near PT,IRSD (min),IRSD (max),IRSD (avg),Primary school students,Secondary school students,TAFE students,University students,"Holds degree or higher, persons","Did not complete year 12, persons","Unemployed, persons","Volunteers, persons","Requires assistance with core activities, persons","Aged 75+ and lives alone, persons","Unpaid carer to person with disability, persons","Unpaid carer of children, persons","Aboriginal or Torres Strait Islander, persons","Born overseas, persons","Born in non-English speaking country, persons","Speaks LOTE at home, persons","Poor English proficiency, persons",Travel time to nearest public hospital,Time to nearest public hospital with maternity services,"Presentations to emergency departments, 2012-13",Travel time to nearest public hospital with emergency department,Presentations to emergency departments due to injury,Category 4 & 5 emergency department presentations,Number of Dwellings,Population,Location_x,Location_y,ABS remoteness category
buloke,222.50815281055554,9462.421796272318,3.568668823090321,4.407534212490669,3.986305152311398,6.051244024482752e-05,0.0002498053515720663,0.0013404313840432271,0.9424371706150512,0.055912080209088666,0.05262503110226424,0.06158248320477731,0.06431948245832296,0.05772580243841752,0.039313262005474,0.17790495148046778,0.3010699178900224,0.06071161980592187,0.05909430206519035,0.0457825329684001,0.042174670315999,0.03769594426474247,8038.0,0.057500654046575436,0.05271034086281708,0.07612889915618974,0.07071260098839253,0.03058125657383001,0.19864156674438174,0.2786772984379289,0.07048394938381682,0.04816125139472938,0.04416771794671868,0.0373738039127694,0.03486066055185021,16931.94153255,0.0007464543418760885,0.0,0.0,0.0,0.0032346354814630504,0.0001244090569793481,0.0,0.0,0.0017417267977108733,0.001244090569793481,0.0001244090569793481,0.0009952724558347848,0.0008708633988554367,0.0052251803931326205,0.0052251803931326205,0.0,0.0007464543418760885,0.0006220452848967405,0.0001244090569793481,0.0006220452848967405,0.0,0.0006220452848967405,0.0,0.0,3434.0,0.8168812589413448,0.047687172150691466,0.032188841201716736,0.05436337625178827,0.3040057224606581,0.5305765870704717,0.9111822947000583,2156.0,0.08209647495361781,0.026437847866419294,0.0007501979329370302,904.6283941923177,1001.873307539613,961.4001719821908,0.08074147797959691,0.07016670813635233,0.007713361532719582,0.00920627021647176,0.06867379945260015,0.5194078128887784,0.01642199552127395,0.34411545160487683,0.06742970888280667,0.04615576013933814,0.11557601393381438,0.20079621796466782,0.010574769843244588,0.05125653147549142,0.025877083851704404,0.01903458571784026,0.005598407564070664,9.032752874835378,102.61500507743332,0.18738347686140833,103.38748559987778,0.31476507934875136,0.5835484877523475,4194.0,8038.0,-185.1834092507436,185.18340925074364,2
campaspe,169.32147812442855,3774.3511960635296,1.2132641264904096,1.5980541731467082,1.3851361009288803,0.0008231413733413871,0.0014198961978770176,0.009465154823275857,0.9055379359536406,0.08275387165186514,0.06083462934162779,0.065966822187662,0.06944012441679627,0.06918092275790565,0.05031104199066874,0.2144116122343183,0.2757128045619492,0.059901503369621564,0.046189735614307934,0.0355883877656817,0.027345775012960084,0.025116640746500777,38580.0,0.061171683278622116,0.07197046506812786,0.09140422514021886,0.06616411505015983,0.04016682030682946,0.220242256554957,0.2743898866603999,0.05662182067005171,0.03686114631298069,0.033718698859331216,0.02696959975431269,0.02031928234400879,39965.778188,0.00010368066355624676,0.0,0.00012960082944530845,2.592016588906169e-05,0.0026438569206842922,0.00023328149300155522,2.592016588906169e-05,0.00018144116122343183,0.0005184033177812338,0.00041472265422498703,0.0002592016588906169,0.0006220839813374805,0.000336962156557802,0.004691550025920166,0.00689476412649041,0.0,0.0004406428201140487,0.0005961638154484189,7.776049766718506e-05,0.00010368066355624676,2.592016588906169e-05,0.00012960082944530845,2.592016588906169e-05,0.0,15083.0,0.880941148720368,0.05201085033612454,0.07689586036089162,0.05041868144828399,0.25238825333176085,0.4381091294835245,0.8219850162434529,10257.0,0.12762016184069416,0.028273374280978845,0.0022814344235246786,798.340215832569,1043.9075820002286,960.4892009783722,0.08361845515811302,0.07208398133748056,0.021124935199585276,0.010393986521513738,0.0658372213582167,0.5009849663037843,0.020451010886469674,0.19681181959564542,0.058527734577501295,0.029419388284085017,0.1003369621565578,0.22444271643338518,0.02379471228615863,0.05964230171073095,0.028564022809745983,0.023716951788491446,0.0049507516848107825,13.406753861005427,20.885491139259,0.4018667049799637,33.08024218439114,0.20943276667121433,0.6657663753752413,16958.0,38580.0,-20.473563631532294,164.85612641792525,1
cardinia,53.726581611791666,1391.7914582154865,0.15723807670687942,0.3149739481990747,0.23162784950254925,0.0008121455289422251,0.004016762886322274,0.0393070373467067,0.7057182567739414,0.2501457974640874,0.08093354088295067,0.07540969429670948,0.07320447961257405,0.07101007480434125,0.06648073680114153,0.28779132615557573,0.23573096380853548,0.040709992649284384,0.02741384528905608,0.017652527348986032,0.01251783629523933,0.011144982055606002,92508.0,0.07850610256988871,0.0815486472464029,0.0855247463244849,0.07412724260218527,0.06388208776291418,0.29664303810205406,0.2265789043383188,0.031246577737522426,0.021534499553848525,0.018472345668824088,0.011980232427583459,0.009955575665972674,101816.93596821818,1.0809875902624637e-05,0.0,2.1619751805249275e-05,0.0,0.00037834565659186235,9.728888312362174e-05,1.0809875902624637e-05,7.566913131837246e-05,4.323950361049855e-05,0.00021619751805249275,4.323950361049855e-05,7.566913131837246e-05,0.00015133826263674492,0.002032256669693432,0.0024214122021879187,0.0,0.00023781726985774203,0.00035672590478661305,4.323950361049855e-05,4.323950361049855e-05,1.0809875902624637e-05,2.1619751805249275e-05,0.0,0.0,31217.0,0.9170255352702129,0.01777157760659914,0.024018924000727845,0.02865894340995936,0.15178625583793293,0.30592305474581155,0.7461639491302816,23468.0,0.11978012612919721,0.02569456280893131,0.003832019094710072,916.3152010475658,1082.1205760659775,1021.5727681235838,0.0912569723699572,0.06864271198166645,0.02324123319064297,0.021100877761923292,0.07952825701560946,0.3880421152765166,0.022127815972672632,0.12879967137977255,0.03556449171963506,0.0097396981882648,0.07926881999394647,0.2396873783888961,0.005923811994638302,0.1481169196177628,0.06702123059627275,0.05885977428979115,0.006594024300601029,18.891880543316667,23.01176406083125,0.29012398429849307,23.01176406083125,0.29473604182984287,0.5723755881064513,32974.0,92508.0,48.26738872392943,-27.13819098072165,1
casey,38.178952740263895,469.30094959625904,0.0032099401490085612,0.021730493227035654,0.009345529521367272,0.0063734327651606675,0.009377559648871252,0.2757712250197931,0.2877353471328553,0.42074243543331974,0.07859917232334925,0.07449424406759247,0.07218250370514102,0.07475853855186695,0.07013505782696405,0.3063239982737221,0.2306153377783874,0.031173367145184656,0.022368011669103304,0.01644982252123556,0.012134127778019397,0.010765818359433807,298909.0,0.0770825778376145,0.0788631211022542,0.08095093820077078,0.07619799270668076,0.07020662214660564,0.3103072937091506,0.22521036878659959,0.026040233833546905,0.019658181436704402,0.01619180480156633,0.010935764578968462,0.008355100859537834,295224.73415796,6.6909996018855235e-06,1.3381999203771047e-05,1.0036499402828285e-05,0.0,0.0003445864794971045,8.029199522262628e-05,3.3454998009427618e-06,0.0001304744922367677,7.0255495819798e-05,0.00023418498606599334,1.672749900471381e-05,0.00012043799283393942,0.00010705599363016838,0.0030678233174645125,0.0021712293708118524,0.0002208029868622223,0.0002007299880565657,0.0001840024890518519,4.34914974122559e-05,4.014599761131314e-05,1.0036499402828285e-05,6.6909996018855235e-06,6.6909996018855235e-06,0.0,97255.0,0.9457099663708259,0.02683135020619723,0.048880570153336696,0.034801567304626836,0.1357816469039563,0.2986787311706339,0.8119788185697393,76413.0,0.12811956080771597,0.027312106578723516,0.005987525358333831,892.4852802749913,1080.2165011489706,1010.238685985581,0.08761194878708904,0.07373147011297752,0.024920628017222633,0.027225677380072196,0.09383123291704164,0.33477412858093936,0.027055056890224114,0.08896687620647087,0.038239062724775764,0.007868615531817376,0.07429016857973497,0.22846083590658026,0.005359490681110304,0.32342284775634056,0.24398060948315373,0.2710222843741741,0.04127677654403179,7.776861782211944,11.641631073066389,0.24972063558108318,11.641631073066389,0.26030235309344524,0.5359019423638589,97237.0,298909.0,29.525919118133416,-28.323261117808542,0
centralgoldfields,129.8155718734,2318.023924659708,1.0471259674568836,1.9453598634895484,1.3952606244681023,0.00025372078913420197,0.002868558245389607,0.00796510885398417,0.7643020476939895,0.22461056441750274,0.0540557011396185,0.05448229630081053,0.05637150344323237,0.06045462855749893,0.03595587787189957,0.1855688951185325,0.29733682735084405,0.07770126150283381,0.06740203546834055,0.047169236394661467,0.03193369492351758,0.03156804192821013,16409.0,0.028984236287914952,0.05190914825289241,0.07442665218329358,0.06191003030910711,0.022549131869999677,0.17793210240871268,0.3190960235418284,0.07375700318260557,0.05730589922166818,0.052798474745719276,0.038441336972665746,0.04088996102359243,2046.173441,0.0001828264976537266,0.0,0.00024376866353830216,0.0,0.0012188433176915107,0.00012188433176915108,6.094216588457554e-05,0.0003656529953074532,0.0003047108294228777,0.0007313059906149064,0.0003656529953074532,0.0007313059906149064,0.00012188433176915108,0.0036565299530745324,0.0061551587543421295,0.0018282649765372662,0.0003656529953074532,0.000792248156499482,6.094216588457554e-05,6.094216588457554e-05,0.0,0.0001828264976537266,0.0,0.0,7192.0,0.8433749257278669,0.038502673796791446,0.05751633986928104,0.05454545454545454,0.308853238265003,0.5627085650723026,0.9568965517241379,4412.0,0.13984587488667272,0.029918404351767906,0.0037666785566849055,728.5077431652783,1009.3250125778371,907.3672176231336,0.0675239198001097,0.06344079468584314,0.015601194466451338,0.011030532025108172,0.05533548662319459,0.5337314888171125,0.02352367603144616,0.19867146078371625,0.08324699859833018,0.038942044000243765,0.11426656103357913,0.18922542507160706,0.010969589859223597,0.08477055274544457,0.028338107136327624,0.01486988847583643,0.0017063806447681152,8.891814631092,14.3267312597574,0.10014699083765007,70.6317206098,0.2777865213532625,0.4911903059209687,8415.0,16409.0,-105.32678997630394,90.93097371241512,1
colacotway,137.41627763814287,3232.0998232616485,1.273624994166783,1.8067539315880345,1.5313751963518363,0.0003643908071823749,0.0006705382719971612,0.006697471628060398,0.6131565563996716,0.3791110428930887,0.06164543375799151,0.061085444957767514,0.06332540015866349,0.0622520882915675,0.052078958420831586,0.22796210742451817,0.27854776237808576,0.05917214989033553,0.04311913761724766,0.03490596854729572,0.028466097344719773,0.027439451210975782,21429.0,0.05856427025635309,0.06599119991702,0.07151808543185689,0.07205651004549762,0.05468728965063943,0.23819046995986193,0.2689630171656056,0.047991590878717176,0.039456509801878994,0.03438135546658819,0.02625306348721629,0.021946637938764963,36046.523103324995,9.333146670399925e-05,0.0,4.6665733351999625e-05,0.0,0.0016799664006719867,0.0002799944001119978,9.333146670399925e-05,0.0001866629334079985,0.0011666433337999907,0.000373325866815997,0.0001866629334079985,0.0004666573335199963,0.0001399972000559989,0.005319893602127958,0.00746651733631994,0.0,0.00041999160016799666,0.0006533202669279948,9.333146670399925e-05,9.333146670399925e-05,4.6665733351999625e-05,0.00023332866675999814,4.6665733351999625e-05,0.0,8504.0,0.7168598257338634,0.043143558074612974,0.050418746298959476,0.04745791388207427,0.2103882920226715,0.4196848541862653,0.7758701787394168,5464.0,0.11932650073206442,0.02800146412884334,0.003976160555240639,770.2164841934846,1058.2460988091195,964.4935612859167,0.07830510056465538,0.06621867562648746,0.019599608007839844,0.010359792804143918,0.07937841243175137,0.4751504969900602,0.019086284940967847,0.19669606607867843,0.06117877642447151,0.031546035745951745,0.1002379952400952,0.22590881515703018,0.00863316067011993,0.07382519016286342,0.03285267627980774,0.02627280787717579,0.005319893602127958,16.303292667515144,40.80606799707285,0.050232028035092635,89.6211971921,0.32254724154144654,0.5332126596626648,11821.0,21429.0,-114.48534691355344,-75.05534533147333,1
corangamite,167.17096032854545,3717.022792085178,1.9384759781779788,2.6364410160145484,2.244464993786896,0.00018817026026494513,0.0003927198137408472,0.0062477736943139005,0.8472775673839414,0.14589376884773905,0.06417551475332903,0.06710858215521792,0.07502786414031795,0.07596644570892239,0.043996011028333434,0.20889306036252714,0.27054613715023174,0.05637355546430457,0.048043644042940106,0.03942042588138676,0.02639760661700006,0.024051152695488943,17047.0,0.06487541640258038,0.0704714491002935,0.0780845079663439,0.07738850139341374,0.042502377567121365,0.24261461672509593,0.2507011033537554,0.04569810715838448,0.041823591520413664,0.036528236422566945,0.027859288206676925,0.021452804183353852,25032.09219225,0.00023464539215111162,5.8661348037777905e-05,5.8661348037777905e-05,0.0,0.002346453921511116,0.0002933067401888895,0.0,0.00011732269607555581,0.00046929078430222324,0.000586613480377779,0.00011732269607555581,0.000586613480377779,0.0002933067401888895,0.0047515691910600105,0.00727400715668446,0.0,0.0005279521323400012,0.00046929078430222324,0.00011732269607555581,0.0002933067401888895,5.8661348037777905e-05,0.00017598404411333371,0.0,0.0,6634.0,0.8308327081770442,0.061390347586896724,0.03363340835208802,0.04126031507876969,0.24468617154288572,0.4228218269520651,0.8053964425685861,4498.0,0.11204979991107158,0.031347265451311696,0.001012500820770864,915.2952491155781,1034.2465619215795,988.6650663697274,0.08775737666451575,0.0820672259048513,0.024872411568017835,0.012964157916348917,0.07227078078254238,0.4880037543262744,0.012084237695782249,0.2302457910482783,0.054203085586906785,0.0307972077198334,0.09555933595354021,0.22930720947967384,0.008505895465477796,0.0661113392385757,0.023757845955300054,0.01484132105355781,0.003226374142077785,17.99049499522318,29.323682394060906,0.13507177436821727,63.667960965590915,0.3217188196123928,0.5163650311907224,7998.0,17047.0,-162.39034603710857,-56.08051754295678,1
darebin,14.544640469555,45.6937489482865,0.0,0.0,0.0,0.029053870334529934,0.06734776930200166,0.697211841720359,0.0,0.20638651864310925,0.06424177708261268,0.052533425576393795,0.0430283797807222,0.04276518626581041,0.07420553157570198,0.3604247191349205,0.21330706411394024,0.036689175978703886,0.03407228045900949,0.030357491991397333,0.025056022619602655,0.02331894542118482,132982.0,0.064674737912014,0.051267458357607314,0.04542340586950162,0.048154530631795596,0.07524834441241776,0.3458172815818404,0.21098751360065643,0.03959713017484471,0.0380604994282328,0.034320740976863016,0.026314420928178164,0.020133936126048146,125631.9991811,0.0,7.519814711765502e-06,3.0079258847062008e-05,0.0,0.0005940653622294747,0.00013535666481177903,4.511888827059301e-05,0.00015039629423531004,0.00020303499721766854,0.0003459114767412131,0.00012783685010001354,0.0002932727737588546,0.00023311425606473057,0.0034816742115474273,0.005075874930441714,0.001752116827841362,0.00021807462664119956,0.00022559444135296508,5.2638702982358516e-05,3.0079258847062008e-05,1.5039629423531004e-05,7.519814711765502e-06,1.5039629423531004e-05,0.0,51422.0,0.9252064907535998,0.03132080988231854,0.09007017030918793,0.1337256048534464,0.21559096557269206,0.3450274201703551,0.7823499669402202,31917.0,0.13907948742049692,0.02907541435598584,0.009965087432622925,781.2634793140583,1081.9579113879452,984.6961022105027,0.05817328661021792,0.04232903701252801,0.022642162097125926,0.06250469988419485,0.21672857980779353,0.27581928381284687,0.028229384427967696,0.1110827029222,0.05816576679550616,0.02417620429832609,0.08804951046006226,0.18970988554842008,0.008670346362665624,0.31841151434028664,0.2703072596291227,0.364545577596968,0.07614564377133748,8.00336996057,8.332316461081666,0.2674973331609842,8.00336996057,0.19659900501516667,0.5293292090386265,54724.0,132982.0,6.616862573891123,5.985467123720561,0
eastgippsland,272.1020395183158,21302.36200397117,2.970346370065889,4.3834254165911055,3.7371902707181572,7.230072028915113e-05,0.0001790399824836802,0.004217138161835118,0.1990720270853668,0.796459494050025,0.05363799391484817,0.0565999717906869,0.05790968989905096,0.05712385903403252,0.040097523625299725,0.19305244917286263,0.2964798807149046,0.08194805456487135,0.0628866187108344,0.04384533236615688,0.029377984646073867,0.027040641560378005,49629.0,0.05334427846741983,0.06138096957570469,0.06832899973623928,0.06419330920437026,0.04366242081829252,0.20983087355548835,0.2970622731641425,0.06377389411905904,0.04998215486671303,0.038437185979113345,0.028905658505223742,0.02109798200823335,72548.92775171112,8.059803743778839e-05,0.0,0.00022164460295391808,0.00014104656551612967,0.0015716617300368736,6.044852807834129e-05,0.00014104656551612967,0.00016119607487557677,0.00044328920590783617,0.0005037377339861775,0.00012089705615668258,0.00038284067782949486,0.00020149509359447098,0.0062463479014286,0.005359769489612928,0.0014910636925990852,0.00036269116847004775,0.0007455318462995426,8.059803743778839e-05,0.00012089705615668258,2.0149509359447097e-05,0.00016119607487557677,2.0149509359447097e-05,0.0,20367.0,0.7554748582650906,0.05732389669099937,0.05447067106384555,0.04250194538110942,0.20850780005187683,0.4689448617862228,0.8593312711739579,13483.0,0.11822294741526367,0.025587777200919676,0.0017525184008423454,775.9294292019816,1040.2664819627992,961.2178957759523,0.07003969453343811,0.05819178303008322,0.02262789901065909,0.010376997320115254,0.08644139515202805,0.4810292369380806,0.02276894557617522,0.21187209091458623,0.063229160369945,0.031070543432267426,0.10542223296862721,0.1927300570231115,0.030163815511092304,0.10824316427894981,0.043925930403594673,0.029337685627354972,0.0036672107034193715,36.80245735614205,44.73001524833253,0.4063939715302948,65.72457540955789,0.2506403774858029,0.614959190122791,26987.0,49629.0,274.2394068418712,9.909486774927588,2
frankston,40.15378637819,132.62899037524102,0.0,0.0,0.0,0.012862912868824596,0.03715283332268498,0.4768336474528311,0.18891607010682254,0.2842345362488368,0.06758313377186335,0.06033071629937252,0.06068689563187729,0.06566582800327382,0.06928066931401376,0.28518597108126953,0.25197035375428173,0.045310558064809485,0.03278365515777987,0.02409136378792931,0.01891539604110461,0.01819545909242475,131956.0,0.06432140032839946,0.06394107196376062,0.07086820188952145,0.07141800770512982,0.06804456046718473,0.2858076219299801,0.246202954885656,0.03817323655499099,0.029717125113117658,0.02562317352086344,0.018993217158722913,0.016889428482672827,136179.85939966666,1.5156567340628694e-05,3.7891418351571735e-05,7.578283670314347e-06,0.0,0.0007502500833611204,0.00015156567340628694,2.2734851010943043e-05,0.00018187880808754434,0.0001894570917578587,0.00028039649580163085,8.336112037345781e-05,0.00033344448149383126,0.00018187880808754434,0.0036603110127618296,0.003296553396586741,0.001508078450392555,0.00021219194276880172,0.00021219194276880172,6.0626269362514775e-05,3.0313134681257387e-05,2.2734851010943043e-05,7.578283670314347e-06,7.578283670314347e-06,0.0,50644.0,0.9258406781564026,0.03334643238084545,0.058777297479369,0.0631374090084021,0.16647018095398491,0.33322802306294924,0.7197891161835558,34240.0,0.16635514018691588,0.037587616822429906,0.007264257835593409,856.676811002922,1082.415290283111,997.1978073273926,0.07469156385461821,0.061899421019127585,0.025963199854496955,0.02434902543272,0.09231865167176938,0.38715177786534904,0.02811543241686623,0.10628542847615872,0.04418897208160296,0.01856679499227015,0.08462669374640032,0.22699990906059594,0.007707114492709691,0.20920609900269788,0.09741883658189093,0.09674436933523296,0.010988511321955803,7.861533116108999,8.721850423255,0.26512093226212524,8.721850423255,0.2582427358113002,0.39924959215907885,53439.0,131956.0,17.92602811859271,-35.677260203387966,0
gannawarra,228.58064542971428,1254.4765936177405,2.7488574828919963,3.0288842606367155,2.8601821706484096,0.0003211944915254829,0.0012337506030430634,0.009712562362787535,0.7381078959577002,0.2506245965849437,0.053654666269959336,0.05286125161162353,0.06863036794604781,0.06139045918873351,0.03649707428344739,0.1915104631558068,0.2784885450758703,0.06932460577209164,0.06436576415749282,0.04810076366160865,0.037191312109491226,0.037984726767827034,10083.0,0.053654666269959336,0.05286125161162353,0.06863036794604781,0.06139045918873351,0.03649707428344739,0.1915104631558068,0.2784885450758703,0.06932460577209164,0.06436576415749282,0.04810076366160865,0.037191312109491226,0.037984726767827034,10083.0,0.00019835366458395318,0.0,0.00039670732916790636,0.0,0.0035703659625111574,0.0002975304968759298,0.0,0.0002975304968759298,0.00039670732916790636,0.0018843598135475552,0.00019835366458395318,0.0009917683229197659,0.00019835366458395318,0.0050580184468908065,0.009520975900029753,0.0,0.0007934146583358127,0.0011901219875037191,0.00019835366458395318,9.917683229197659e-05,0.0,0.00039670732916790636,0.0,0.0,4271.0,0.8335919317300233,0.04906904577191622,0.056245151280062064,0.055857253685027156,0.3015903801396431,0.519082182158745,0.8730976352142356,2662.0,0.11232156273478587,0.03005259203606311,0.0012878661724807976,839.8767117239195,1026.2460023393892,944.8733345746818,0.07448180105127442,0.07081225825647129,0.011504512545869285,0.006545670931270455,0.05514231875433899,0.5498363582267183,0.01894277496776753,0.2563721114747595,0.06634930080333235,0.04512545869284935,0.09689576514926113,0.2047009818506397,0.015967469999008232,0.04978676981057225,0.021422195775066943,0.015669939502132302,0.003669542794803134,20.089994689494286,20.089994689494286,0.1306584885034216,62.41608370434286,0.3379880005946693,0.5603782675985532,5156.0,10083.0,-92.39071438528595,223.05091570629637,2
gleneira,15.409790848666667,41.58676111767492,0.0,0.0,0.0,0.032422301308752705,0.005218893076559088,0.8119212598556553,0.0,0.15043754575903284,0.06313303838525879,0.058191442083828045,0.05104768474605501,0.05211560018837763,0.07420354070349759,0.32714030816988476,0.23342906985228276,0.03708518781382453,0.02743415074190275,0.02468808246164459,0.02265174680454494,0.028880148048898588,150761.0,0.06283084713093673,0.05435838003615535,0.05131738834611095,0.054724426944851384,0.07336817991315606,0.32610493133308127,0.23172949490133735,0.03260869461411038,0.02949167933353861,0.030450776569922438,0.027837970529224168,0.02517723034757537,151152.73085541176,1.9899045509117078e-05,6.633015169705693e-05,1.3266030339411386e-05,0.0,0.001014851320964971,0.00020562347026087648,1.3266030339411386e-05,0.00022552251576999355,0.00017909140958205372,0.0003847148798429302,2.6532060678822772e-05,0.0003714488495035188,0.00023215553093969927,0.0045436153912484,0.004132368450726647,0.0022552251576999356,0.00015919236407293662,0.00015919236407293662,5.3064121357645543e-05,5.3064121357645543e-05,1.3266030339411386e-05,0.0,1.3266030339411386e-05,0.0,58035.0,0.9203651797869784,0.03560502923039961,0.014607191479138304,0.10040842476175223,0.1409946344197966,0.25932626863099856,0.6391487895235634,36265.0,0.10301944023162829,0.021177443816351855,0.01,999.6362642146372,1115.1147121294975,1069.0448202381574,0.06906958696214538,0.05403917458759228,0.016715198227658348,0.06389583512977494,0.28210213516758315,0.19729240320772615,0.023958450792976965,0.14524313317104556,0.03839189180225655,0.025477411266839566,0.08800021225648542,0.20734805420499997,0.0014791623828443695,0.3258070721207739,0.24390260080524803,0.27336645418908073,0.03492945788367018,3.4905317514463885,10.105238297262222,0.17294051048334783,9.112937404216666,0.21729537941227828,0.5346203953781649,62435.0,150761.0,6.103827453646897,-8.569276354312905,0
glenelg,295.8175087368571,6140.135478059903,2.8680664438367263,3.6065279043856986,3.205320450918585,6.886242936565282e-05,0.0008578649977874659,0.0016443100509486365,0.7160535227076789,0.2813754398142194,0.04963030487187278,0.05530233971437253,0.06867213612883621,0.0705965765218272,0.032715486680846756,0.20287653195583916,0.3257368580978426,0.06421553732401498,0.049326445862453154,0.03403220905499848,0.027043451838347006,0.019852121948749114,9873.0,0.060131834606524014,0.07667027171122684,0.09018325871981175,0.08000037185464214,0.0448787665744137,0.24731582720058948,0.3022900902088515,0.0372071514072252,0.025755210385253698,0.01757057383405636,0.010336709380431075,0.007659934116974324,11086.12219155,0.00020257267294641952,0.0,0.00010128633647320976,0.00020257267294641952,0.0009115770282588879,0.0,0.0,0.0,0.0,0.0005064316823660489,0.00010128633647320976,0.00030385900941962927,0.00020257267294641952,0.00425402613187481,0.007697761571963942,0.0,0.00010128633647320976,0.0009115770282588879,0.00020257267294641952,0.0,0.0,0.00030385900941962927,0.0,0.0,4051.0,0.8153467377923677,0.042265080016413624,0.015387771850636028,0.024004924086992202,0.22650800164136234,0.43051098494198964,0.8708960750431992,2748.0,0.08951965065502183,0.024745269286754003,0.00031646070662890097,928.8308256579186,1026.733695410629,983.505764571368,0.07849691076673757,0.0840676592727641,0.020155980958168743,0.009723488301428137,0.06289881494986327,0.5294236807454674,0.019446976602856273,0.26688949660690775,0.05570748506026537,0.026942165501873797,0.09682973766838854,0.21199230223842805,0.022789425706472195,0.06634255038995239,0.02157398966879368,0.011040210675579865,0.0035450217765623415,16.82108674830357,26.08322760395429,0.0729911597545832,67.81258604301429,0.27998466692026097,0.5525394242453758,4874.0,9873.0,-310.2857142857143,3.7999040682115016e-14,2
goldenplains,88.58042528433,3077.137726938865,0.40069736550808055,2.0371396944874918,1.2876138120289182,0.00015542416781043735,0.0002820098942241133,0.025689038727538232,0.8898006589615667,0.08407286824886052,0.06678473913364327,0.0787764740609549,0.07896096229060585,0.06947826728654712,0.05106634196738248,0.25027673234447645,0.2867316065235038,0.04767175854180503,0.029555014390081912,0.01918677588369862,0.0117703490517305,0.00974097852557007,27102.0,0.06654924870887464,0.08164752604399704,0.084633607954346,0.07183419770790815,0.04520528801430505,0.2593235207195381,0.291311820838514,0.037745790419438284,0.02719689571152798,0.017019532815605698,0.010463684686490156,0.007068886379454884,37435.849056666666,0.0,0.0,0.0,0.0,0.0005903623348830345,0.00011069293779056896,3.6897645930189655e-05,3.6897645930189655e-05,0.00018448822965094828,0.00018448822965094828,0.0,0.0,0.00011069293779056896,0.0016603940668585345,0.002213858755811379,0.0,0.00029518116744151724,0.0007748505645339827,0.0,0.0,0.0,0.0,0.0,3.6897645930189655e-05,9444.0,0.8901953162957924,0.006316198620153532,0.04839179865902245,0.018365562141677193,0.154309590904674,0.3666878441338416,0.826874205844981,7245.0,0.09579020013802622,0.025534851621808144,0.0013655730649570837,762.759912011222,1083.8609679108697,1011.0014234925434,0.09759427348535163,0.07397978009003026,0.01822743708951369,0.021585122869160946,0.08789019260571175,0.43037414212973213,0.021880304036602464,0.1597668068777212,0.045679285661574795,0.010146852630802155,0.09685632056674784,0.24278651022064793,0.008006789166851155,0.09471625710279684,0.03730352003542174,0.02538558039997048,0.0036528669470887757,30.757956503089996,33.206350787999995,0.31661674370175635,33.206350787999995,0.3121599788561555,0.632519242921623,10291.0,27102.0,-90.74756925370261,-15.34560563784009,1
