,Year,Local Government Area,Offence Count,"Rate per 100,000 population"
651,2023,northerngrampians,2486.0,10517.902843762218
652,2023,portphillip,12727.0,11447.1
653,2023,pyrenees,369.0,4796.3
654,2023,southgippsland,2264.0,7315.8
655,2023,stonnington,11214.0,10020.7
656,2023,surfcoast,1251.0,3165.1999999999994
657,2023,swanhill,2222.0,10508.8
658,2023,total,521239.0,7665.655956409625
659,2023,wangaratta,2715.0,9030.9
660,2023,warrnambool,3166.0,8867.4
661,2023,wellington,4681.0,10146.6
662,2023,westwimmera,187.0,4784.8
663,2023,whitehorse,9916.0,5627.9
664,2023,whittlesea,14975.0,4863.661645617553
665,2023,wodonga,4372.0,9871.2
666,2023,wyndham,18574.0,5746.8
667,2023,yarra,12835.0,13072.299999999997
668,2023,yarraranges,7113.0,4478.3
669,2023,yarriambiack,413.0,6464.499999999999
