,LGA,Year,EGM,Median House Price,Offence Count,"Rate per 100,000 population",Travel time to GPO (minutes),Area (km^2),ARIA+ (min),ARIA+ (max),ARIA+ (avg),Commercial (km^2),Industrial (km^2),Residential (km^2),Rural (km^2),Other (km^2),"2012 ERP age 0-4, persons","2012 ERP age 5-9, persons","2012 ERP age 10-14, persons","2012 ERP age 15-19, persons","2012 ERP age 20-24, persons","2012 ERP age 25-44, persons","2012 ERP age 45-64, persons","2012 ERP age 65-69, persons","2012 ERP age 70-74, persons","2012 ERP age 75-79, persons","2012 ERP age 80-84, persons","2012 ERP age 85+, persons","2012 ERP, total","2007 ERP age 0-4, persons","2007 ERP age 5-9, persons","2007 ERP age 10-14, persons","2007 ERP age 15-19, persons","2007 ERP age 20-24, persons","2007 ERP age 25-44, persons","2007 ERP age 45-64, persons","2007 ERP age 65-69, persons","2007 ERP age 70-74, persons","2007 ERP age 75-79, persons","2007 ERP age 80-84, persons","2007 ERP age 85+, persons","2007 ERP, total",Public Hospitals,Private Hospitals,Community Health Centres,Bush Nursing Centres,Allied Health,Alternative Health,Child Protection and Family,Dental,Disability,General Practice,Homelessness,Mental Health,Pharmacies,Aged Care (High Care),Aged Care (Low Care),Aged Care (SRS),Kinder and/or Childcare,Primary Schools,Secondary Schools,P12 Schools,Other Schools,Centrelink Offices,Medicare Offices,Medicare Access Points,Number of Households,Occupied private dwellings,Population in non-private dwellings,Public Housing Dwellings,Dwellings with no motor vehicle,Dwellings with no internet,Equivalent household income <$600/week,"Personal income <$400/week, persons",Number of families,Female-headed lone parent families,Male-headed lone parent families,% residing near PT,IRSD (min),IRSD (max),IRSD (avg),Primary school students,Secondary school students,TAFE students,University students,"Holds degree or higher, persons","Did not complete year 12, persons","Unemployed, persons","Volunteers, persons","Requires assistance with core activities, persons","Aged 75+ and lives alone, persons","Unpaid carer to person with disability, persons","Unpaid carer of children, persons","Aboriginal or Torres Strait Islander, persons","Born overseas, persons","Born in non-English speaking country, persons","Speaks LOTE at home, persons","Poor English proficiency, persons",Travel time to nearest public hospital,Time to nearest public hospital with maternity services,"Presentations to emergency departments, 2012-13",Travel time to nearest public hospital with emergency department,Presentations to emergency departments due to injury,Category 4 & 5 emergency department presentations,Number of Dwellings,Population,Location_x,Location_y,ABS remoteness category
159,hume,2013,98760072.21,467224.9347832805,,,23.587200330188,599.9961026167101,0.0238281466892256,0.0370011052502003,0.0296415236131396,0.0163897792218899,0.0263184603255174,0.0940478808371007,0.548939991020268,0.3143038885952239,0.0740412871188589,0.0735593770788918,0.0729360369184995,0.0765975055917279,0.0780065686433708,0.2958037159454603,0.2339306573357708,0.0358132493832075,0.0240326441670551,0.0170030433666654,0.0112829807183602,0.0069929337321313,190907.0,0.0768871827598051,0.0815738027164144,0.0847611355546458,0.0825179558007221,0.073516471192374,0.3034142365955733,0.2194025588842577,0.0275751153586885,0.020435203213048,0.0149793295973626,0.0088393368753553,0.0060976714517528,221738.56291720588,2.0952610433352367e-05,5.238152608338092e-06,3.666706825836664e-05,0.0,0.0006233401603922,3.142891565002855e-05,3.142891565002855e-05,0.0001204775099917,5.238152608338091e-05,0.0002933365460669,1.0476305216676183e-05,0.0002514313252002,0.0001361919678167,0.0018124008024849,0.0020900228907268,2.6190763041690456e-05,0.0001309538152084,0.0001990497991168,5.238152608338091e-05,3.142891565002855e-05,2.6190763041690456e-05,1.0476305216676183e-05,5.238152608338092e-06,0.0,60972.0,0.9424297078810911,0.029823826854327,0.0787948082063834,0.0511610679893072,0.1658829591935328,0.3508167683526865,0.938676769664764,47904.0,0.1479208416833667,0.0302897461589846,0.0074923453289398,840.4563566200391,1029.8256283611004,957.0602421399836,0.0840618730586097,0.0730931814967497,0.0237183550105548,0.0298941369357854,0.0817047043848575,0.3477819042779992,0.0290717469762764,0.0753665397287684,0.0490867280927362,0.0071972216838565,0.0852509337007024,0.2081118031292723,0.0062176871460973,0.2980770741774791,0.2565961436720497,0.3753555396082909,0.0697250493695883,7.0550610091084005,14.3701588827104,0.278527940617552,17.074722464331202,0.2042791269829131,0.509124300195791,62098.0,190907.0,-8.386907149566404,17.68778498684709,0
160,brimbank,2013,137637439.1,416566.5562315523,,,19.41950663044074,128.34925583383458,0.0,0.0,0.0,0.0165426512757713,0.2130515719409706,0.4749385786411643,0.0696484901208881,0.2258187080212055,0.0650507930850115,0.0595692823459709,0.0594344121344656,0.0659948845655493,0.0801658903601516,0.3085445095781934,0.2418849075416532,0.0411932160283612,0.0291030649255564,0.0217285544321723,0.014729753813696,0.012600731189218,207607.0,0.0635636338855119,0.0637501077494067,0.0681784592986177,0.0716489204307273,0.0803342704057744,0.2962341759690428,0.248310733497685,0.0347628259245261,0.0277500352474162,0.0209368457260177,0.0149074395304428,0.0096225523348309,208780.823820825,4.816793268049728e-06,1.9267173072198917e-05,2.890075960829837e-05,0.0,0.0007369693700116,3.37175528763481e-05,4.816793268049728e-06,0.000101152658629,0.000101152658629,0.0003082747691551,2.890075960829837e-05,0.0001493205913095,0.0001830381441858,0.0029864118261908,0.0021290226244779,0.0001445037980414,0.00019748852399,0.0002408396634024,4.816793268049729e-05,4.816793268049728e-06,1.4450379804149186e-05,9.633586536099457e-06,0.0,0.0,70358.0,0.9404050604505036,0.0212067659681898,0.0534096328087744,0.0781789110493983,0.2211843249460013,0.3785923420222292,0.9826458966997356,52348.0,0.1657560938335753,0.0317681668831665,0.0084367302466883,828.6411682285669,1016.219654989923,926.472148544374,0.0670979302239327,0.0612888775426647,0.0221524322397607,0.0381875370290982,0.1022605210806957,0.3238859961369318,0.0359525449527231,0.0693907238195244,0.0548873592894266,0.0106354795358538,0.083980790628447,0.1862268613293386,0.0039016025471202,0.4342194627348789,0.4004392915460461,0.5225931688237873,0.1171444122789693,6.785350005221112,7.154664838947777,0.2678681840797035,17.20789254673704,0.1969785314784292,0.5970013682426395,71298.0,207607.0,-13.31702547648995,7.86330274961104,0
161,melton,2013,53565855.91,273397.92640568275,,,28.835339188330767,624.6159244166706,0.0686337807918002,0.1007019214392989,0.0796051975511079,0.002538913356537,0.0143751345593554,0.1014593491012388,0.5027451295756039,0.3788814734072647,0.0906761422577298,0.0808599253719788,0.0702076269218263,0.0661278585473856,0.0683651508817563,0.3452474956260548,0.2101351665195782,0.0272965147785158,0.0160790871227956,0.0114496725347206,0.0073699041602799,0.0061854552773778,129174.0,0.0898565796386064,0.0785003632966285,0.0744012656953567,0.0710307702535151,0.0690450403482766,0.3439403527631811,0.2136590119540006,0.0202406334539517,0.0142942678574967,0.0105723610228625,0.0083523696526893,0.0061069840634342,115825.98545414,7.741495966680601e-06,0.0,7.741495966680601e-06,0.0,0.0003251428306005,1.5482991933361203e-05,3.0965983866722406e-05,4.6448975800083605e-05,5.419047176676421e-05,0.0001316054314335,2.3224487900041803e-05,7.741495966680601e-05,7.741495966680601e-05,0.0012618638425689,0.0015482991933361,0.0005419047176676,0.0001393469274002,0.000193537399167,4.6448975800083605e-05,3.8707479833403006e-05,7.741495966680601e-06,7.741495966680601e-06,7.741495966680601e-06,0.0,41377.0,0.9361147020801504,0.0350687507345163,0.0229639205547067,0.0376072393935832,0.143659654483488,0.2953814921333108,0.7553230055344756,32265.0,0.138199287153262,0.0256004958933829,0.0071911184966848,893.6060601116295,1082.546984472678,1000.7743845904772,0.0895381423506278,0.0627370833139795,0.0178518896991654,0.0254772632263458,0.09629646832954,0.3095669407156239,0.0282254942945174,0.0734048647560654,0.0376701193738678,0.0052255097775094,0.074457708207534,0.2345518447984888,0.0067428429869788,0.2652004273305773,0.2123337513741155,0.2772461950547323,0.0348367318500627,11.251519183154617,14.44160368790846,0.2258581434061653,27.494294155492305,0.2107926937061696,0.5772610100822327,42545.0,129174.0,-23.349591197845044,10.532007056482058,0
162,hobsonsbay,2013,47861113.63,569909.824168006,,,16.202193730985716,65.8872044433337,0.0,0.0,0.0,0.0109940461108254,0.1071620702864864,0.3664018386350313,0.0,0.5154420449676568,0.0676118016543548,0.057426903171584,0.0529482018843721,0.0564979873490511,0.0647034104480913,0.3086986331667182,0.2521674702525766,0.0399323218472154,0.0314946697925421,0.0278011235458043,0.021818463307825,0.0188990135798646,90428.0,0.0658270947200857,0.0609354081491715,0.0620983004922285,0.0607306994411819,0.0638694809913839,0.307980934441152,0.2421416559423667,0.0378358196160004,0.0327352363414242,0.028978775430734,0.0211467973925324,0.0157197970417383,87549.899445,1.1058521696819569e-05,1.1058521696819569e-05,1.1058521696819569e-05,0.0,0.0010284425178042,0.0004091653027823,0.0,0.0001437607820586,0.0001105852169681,0.0002764630424204,3.3175565090458706e-05,0.0002211704339363,0.0001658778254522,0.0047441058079355,0.0032290883354713,0.0,0.0002543459990268,0.0002211704339363,3.3175565090458706e-05,3.3175565090458706e-05,1.1058521696819569e-05,1.1058521696819569e-05,1.1058521696819569e-05,0.0,33912.0,0.919818874592744,0.0260919984538075,0.0555248771329173,0.0841018278204207,0.1960351206582362,0.3108928992686954,0.7586105213493749,23090.0,0.1329146816803811,0.0278042442615851,0.0087800534791697,878.4696876703615,1072.7188418319083,1002.419151335493,0.0668487636572743,0.0566528066528066,0.0184787897553855,0.0403525456716946,0.1640974034591056,0.3216039279869067,0.0261755208563719,0.1130844428716769,0.0494537090281771,0.0215530587871013,0.0888331047905515,0.2070265846861591,0.0042022382447914,0.2920334409696112,0.2148228424824169,0.2726589109567833,0.0483478568584951,8.81519677909,12.189665085862856,0.3844973920772437,16.29519222040714,0.2422838628924217,0.7253734214700286,36218.0,90428.0,-10.824518999724305,-4.394902526771105,0
163,wyndham,2013,87822812.06,348846.4525923597,,,26.82613356862941,517.4022450872552,0.0020635842010366,0.0092054800149996,0.0055570483532801,0.0036490353615731,0.0547782893129851,0.1591232911069885,0.4319945988072563,0.3504547854111968,0.0962444329150207,0.0758870093645175,0.0641441200795187,0.061246924297918,0.0705960312527289,0.3702811410019982,0.197219924898932,0.0246569853753255,0.0157034175609104,0.0104843556564665,0.0073097687893933,0.0062258888072697,194671.0,0.0831634817229074,0.075279203571071,0.0766041802152858,0.073424807990766,0.0703316690555858,0.3414263648286043,0.2133219622955537,0.0220460317300301,0.0164068917546267,0.0128353972583601,0.0086316140576756,0.0065283955195331,189389.01688654543,5.136871953192823e-06,1.0273743906385646e-05,5.136871953192823e-06,0.0,0.0003338966769575,7.705307929789234e-05,5.136871953192823e-06,9.760056711066365e-05,5.136871953192823e-05,0.0001797905183617,2.054748781277129e-05,0.0001130111829702,9.760056711066365e-05,0.0016900308726004,0.0017516733360387,0.0,0.0001284217988298,0.0001181480549234,4.109497562554258e-05,6.67793353915067e-05,5.136871953192823e-06,5.136871953192823e-06,5.136871953192823e-06,0.0,61657.0,0.9274125215753962,0.042319158951828,0.029515142005335,0.0414561431037188,0.1320571159579475,0.2716479880629937,0.7210697893183255,46899.0,0.1346723810742233,0.0265250858227254,0.006584158765641,909.6095049946176,1095.3907163429371,1015.5743665632648,0.0810752500372423,0.0593360079313302,0.0173215322261661,0.0313965613779145,0.1300604609828891,0.275701054599812,0.0292031170539011,0.0813115461470891,0.0289719578160075,0.0050752294897545,0.0671029583245578,0.2239624802872538,0.0066111542037591,0.3087208675149354,0.2309948579911748,0.2777968983567146,0.0401138330824827,19.69110677283941,10.247887955351764,0.2787939753400455,26.42563985998824,0.2285013874276084,0.6796914051989663,63730.0,194671.0,-24.132894531229816,-6.853022240853161,0
164,morningtonpeninsula,2013,78899226.33,535121.2676269328,,,64.62474998748685,1024.1721933551382,0.0066405342786182,0.1613551986042971,0.104915771920636,0.0017088029519759,0.0042066483491058,0.1655428120938207,0.5225336737416645,0.3060080628634329,0.0563670609675465,0.0619843205671709,0.0613842572271517,0.0641789966718709,0.0546391007939726,0.2200454492418644,0.2665281335252054,0.0669570676904784,0.0517721315027697,0.037853995699546,0.030542112778571,0.0277473733338519,179981.0,0.0576825550772059,0.0629747725329931,0.0666565337528498,0.072096174178556,0.0533677367104807,0.2337442577572545,0.2694139497506737,0.0541146905006371,0.0439494611515184,0.0380489618047199,0.0271524413646449,0.0207984654184657,200052.49627115333,1.6668426111645118e-05,1.6668426111645118e-05,1.6668426111645118e-05,0.0,0.0007278546068751,0.0001666842611164,0.0,0.0001889088292653,8.33421305582256e-05,0.0002944755279723,2.7780710186075195e-05,0.000155571977042,0.0001944649713025,0.0041171012495763,0.0047449452997816,0.0005778387718703,0.000233357965563,0.0002500263916746,3.889299426050527e-05,2.7780710186075195e-05,1.111228407443008e-05,1.6668426111645118e-05,1.6668426111645118e-05,0.0,67312.0,0.6626620767651115,0.0447217785537841,0.0242854733583992,0.0308429479866271,0.1306435452029245,0.3496553363441883,0.752882101259805,46837.0,0.1263957981937357,0.0280760936866152,0.0044355117164693,907.90774972706,1102.7502721424046,1024.6568568400803,0.0774804007089637,0.0610620009889932,0.0200576727543462,0.0194131602780293,0.1119618181919202,0.3884521143898523,0.0200743411804579,0.1471266411454542,0.0445380345703157,0.026897283602158,0.0923653052266628,0.2244348014512643,0.006745156433179,0.1677010351092615,0.0548835710436101,0.0439713080825198,0.0047116084475583,15.863108194635528,27.881507041798685,0.2736226109760197,15.863108194635528,0.281451546456829,0.4378645831904109,100801.0,179981.0,4.894319687616676,-57.96069160756654,0
165,yarra,2013,29671353.13,840270.6927479286,,,6.485247930569375,20.822929708069815,0.0,0.0,0.0,0.1274726273318913,0.0385062506485379,0.4849124344231406,0.0,0.3491086875964301,0.0522573116475822,0.0375732380327231,0.0287725184158704,0.0333065908151605,0.0824277344224831,0.4584032285512848,0.204106192108526,0.0329297644227262,0.0234483261614761,0.0199961101791748,0.0139911992803831,0.012787785962609,82266.0,0.0516403214254347,0.0337695217926265,0.0292789692496472,0.0337791866935382,0.0958516725831081,0.4578229206986733,0.1995965984655486,0.0274801216950541,0.0250285630251925,0.0200326333352307,0.0143329383182407,0.0113865527177049,92678.52269193846,1.215569007852576e-05,4.862276031410304e-05,4.862276031410304e-05,0.0,0.0012155690078525,0.0004619162229839,2.431138015705152e-05,0.0003160479420416,0.0001701796610993,0.0005713174336907,0.0004740719130625,0.000972455206282,0.0003403593221987,0.0013492815987163,0.0023460481851554,0.0003282036321201,0.0002066467313349,0.0002188024214134,7.293414047115454e-05,2.431138015705152e-05,1.215569007852576e-05,1.215569007852576e-05,0.0,0.0,33332.0,0.9088472561299226,0.0616707355907016,0.1995807239146587,0.1786434561086933,0.1297632947670098,0.2321492859714388,0.5375015000600024,17347.0,0.1235372110451374,0.0216175707615149,0.01,666.9178127734416,1131.5492093518535,1017.2942881072008,0.0400286874285853,0.0286388058250066,0.0211752121167918,0.080482824009919,0.3533172878224296,0.1667760678773734,0.0268762307636204,0.1620475044368269,0.0349719203559186,0.0132740135657501,0.0731407872024894,0.1529307368779325,0.0043152699778766,0.2687379962560474,0.1805970874966571,0.2179272117278098,0.0595507256946976,5.210576477838125,6.768893457385,0.23402230366381,5.3093439116587495,0.2211639282364567,0.6207770779171057,37684.0,82266.0,2.342926079953478,1.6075942069127305,0
166,maribyrnong,2013,52788996.0,606110.2295189984,,,11.629266198849,31.347529797829864,0.0,0.0,0.0,0.0684295093451072,0.1142163747424554,0.5008532933714566,0.0,0.3165008225409808,0.0744078680795157,0.049912208538487,0.0397578674655894,0.0448043416868239,0.0863303169087582,0.4027110985597288,0.202190489053694,0.026607566027774,0.0220890684282258,0.0184546247068501,0.0169198089461341,0.0158147415984185,81443.0,0.0672793871244305,0.0498388218623555,0.0451202794444599,0.0488321448762255,0.0866262460980241,0.3847437918146644,0.1994089338116811,0.0293843323227732,0.0254529350819244,0.0265044460103196,0.0207350883188936,0.0160735932342478,79855.69110255555,3.6835578257186006e-05,3.6835578257186006e-05,8.594968260010068e-05,0.0,0.0014488660781159,0.0002455705217145,0.0001227852608572,0.0002946846260574,0.0003069631521432,0.0005279766216863,9.822820868582935e-05,0.0003806343086575,0.0003069631521432,0.004162420343062,0.003302923517061,0.0006875974608008,0.0001964564173716,0.0001718993652002,6.139263042864334e-05,0.0,3.6835578257186006e-05,1.227852608572867e-05,1.227852608572867e-05,0.0,30448.0,0.9176491819056786,0.0378368623676612,0.1022617901828681,0.1329102502406159,0.1785069778633301,0.3202509196006305,0.7501970572779821,18807.0,0.1419684160153134,0.0279683096719306,0.0097155135290492,847.6280985197527,1061.578034722245,976.6605686178934,0.0538290583598344,0.0394263472612747,0.0256743980452586,0.0665741684368208,0.219699667251943,0.2312046461942708,0.0335940473705536,0.1044779784634652,0.0428888916174502,0.0166619598983338,0.0737693847230578,0.1864739756639613,0.0040396350822047,0.3658632417764571,0.3071227729823312,0.3896099112262564,0.0908856500865636,3.693094121046,9.40075539431,0.303982769471262,10.054295938253,0.208338524430283,0.6443262634610832,33248.0,81443.0,-7.275384256227454,1.5223940058619634,0
167,stonnington,2013,21423048.7,1619659.651484556,,,9.93773898901875,23.986984724274706,0.0,0.0,0.0,0.0665253955465664,0.0,0.7357475477644969,0.0,0.1977270566889366,0.0452222394300758,0.041381446492179,0.0366217541686025,0.0413711217799803,0.0930772804708068,0.3785762221878065,0.2149914821124361,0.0439316504052449,0.0336275876309947,0.0259253523308037,0.0214134530999948,0.0238604098910742,96855.0,0.0483816486424662,0.0396043399637943,0.0376047399537959,0.0475150090365928,0.0973185626900801,0.3642301112537185,0.2236262209902948,0.0384997018063978,0.0298978305683917,0.0271131870313391,0.0231172848025979,0.0230913632605305,91643.8842187,0.0,0.0001032471219864,1.0324712198647464e-05,0.0,0.001228640751639,0.0006298074441174,1.0324712198647464e-05,0.0005575344587269,0.0002168189561715,0.0005472097465283,7.227298539053223e-05,0.0007950028392958,0.0002684425171648,0.005358525631098,0.0027360487326415,0.0009395488100769,0.0001961695317743,0.0001238965463837,2.0649424397294927e-05,9.292240978782715e-05,2.0649424397294927e-05,1.0324712198647464e-05,2.0649424397294927e-05,0.0,39539.0,0.8912401147127835,0.0459068393151994,0.0421482575823411,0.1402841748500912,0.1094768401842356,0.1952502592377146,0.5003667265231796,21114.0,0.088993085156768,0.0194657573174197,0.01,852.4023767710469,1148.3572005015633,1082.5451508334731,0.0482680295286768,0.0403489752723142,0.0137834907851943,0.0807908729544163,0.3501935883537246,0.146228898869444,0.0239739817252594,0.1600640132156316,0.0289608177172061,0.0230860564761757,0.0787982035000774,0.1626245418408962,0.0017655257859687,0.270786226833927,0.1817665582571885,0.1894171699963863,0.0263899643797429,4.96633764824,11.0667989396925,0.1704839339449692,6.007118240265,0.1466590962105984,0.566705957601832,46028.0,96855.0,4.834073553250168,-4.292877453103971,0
168,gleneira,2013,71085293.04,935666.550737932,,,15.409790848666669,41.58676111767492,0.0,0.0,0.0,0.0324223013087527,0.005218893076559,0.8119212598556553,0.0,0.1504375457590328,0.0631330383852587,0.058191442083828,0.051047684746055,0.0521156001883776,0.0742035407034975,0.3271403081698847,0.2334290698522827,0.0370851878138245,0.0274341507419027,0.0246880824616445,0.0226517468045449,0.0288801480488985,150761.0,0.0628308471309367,0.0543583800361553,0.0513173883461109,0.0547244269448513,0.073368179913156,0.3261049313330812,0.2317294949013373,0.0326086946141103,0.0294916793335386,0.0304507765699224,0.0278379705292241,0.0251772303475753,151152.73085541176,1.989904550911708e-05,6.633015169705693e-05,1.3266030339411386e-05,0.0,0.0010148513209649,0.0002056234702608,1.3266030339411386e-05,0.0002255225157699,0.000179091409582,0.0003847148798429,2.653206067882277e-05,0.0003714488495035,0.0002321555309396,0.0045436153912484,0.0041323684507266,0.0022552251576999,0.0001591923640729,0.0001591923640729,5.306412135764554e-05,5.306412135764554e-05,1.3266030339411386e-05,0.0,1.3266030339411386e-05,0.0,58035.0,0.9203651797869784,0.0356050292303996,0.0146071914791383,0.1004084247617522,0.1409946344197966,0.2593262686309985,0.6391487895235634,36265.0,0.1030194402316282,0.0211774438163518,0.01,999.6362642146372,1115.1147121294975,1069.0448202381574,0.0690695869621453,0.0540391745875922,0.0167151982276583,0.0638958351297749,0.2821021351675831,0.1972924032077261,0.0239584507929769,0.1452431331710455,0.0383918918022565,0.0254774112668395,0.0880002122564854,0.2073480542049999,0.0014791623828443,0.3258070721207739,0.243902600805248,0.2733664541890807,0.0349294578836701,3.4905317514463885,10.105238297262222,0.1729405104833478,9.112937404216666,0.2172953794122782,0.5346203953781649,62435.0,150761.0,6.103827453646897,-8.569276354312905,0
169,bayside,2013,15823311.67,1060975.8832083903,,,20.11834681295,35.882194260099,0.0,0.0,0.0,0.0237969012955484,0.0056382802198073,0.7766184494839653,0.0,0.1939463690006787,0.0572649660457996,0.0691001366386882,0.064466749540257,0.062011362585656,0.0567101924242579,0.2264195526880836,0.2808387355270863,0.0520357109834903,0.0363890401388988,0.0289406905904229,0.028950964176007,0.0368718986613518,97337.0,0.0646965970987224,0.0641274818268731,0.061915448795934,0.0650402138798209,0.0512203764765916,0.2457719028377624,0.2762678922587777,0.039011242707581,0.0324180957318636,0.0339214191613841,0.0322570253641465,0.0333523038605422,93126.9997865,1.0273585584104708e-05,5.136792792052354e-05,2.0547171168209416e-05,0.0,0.0011300944142515,0.0003801226666118,1.0273585584104708e-05,0.0003184811531072,0.0002260188828503,0.0003184811531072,3.0820756752314126e-05,0.0003595754954436,0.0002568396396026,0.007170962737705,0.0058764909541078,0.0016335001078726,0.000297933981939,0.0001951981260979,3.0820756752314126e-05,3.0820756752314126e-05,2.0547171168209416e-05,0.0,0.0,0.0,35245.0,0.9117807507468504,0.0447330822184699,0.0449149240161059,0.0577477594492791,0.1284582413300428,0.2149808483472833,0.6396652007376933,24742.0,0.1065394875111147,0.0234419206208067,0.0096537959519329,913.9230344022582,1138.9383544720745,1089.1522383206948,0.0863494868344,0.0655249288554198,0.0112393026290105,0.0471660314166247,0.2656338288626113,0.2139576933745646,0.017865765330758,0.1618808880487379,0.0392861912736164,0.0315399077432014,0.0923081664731808,0.2349363551373064,0.00137666046827,0.2340836475338257,0.1198619230097496,0.130207423692943,0.0154001047905729,4.35862081517625,4.9807253237175,0.2299061715445411,4.9807253237175,0.2804884412420405,0.5712884825860264,38495.0,97337.0,5.883757772613259,-14.204647812361031,0
170,mooneevalley,2013,71499311.56,770597.6940273121,,,13.016887040774115,50.70003602075075,0.0,0.0,0.0,0.0403543255368833,0.0139909558595609,0.6067914413363898,0.0,0.3388632772671657,0.0564350871125329,0.0557260818814577,0.0535990661882322,0.0559941204444252,0.0749556871730578,0.3007046820284467,0.2443733517789978,0.0425748994855388,0.0367126367212831,0.0304180536941766,0.0247460118455752,0.0237603216462755,115655.0,0.0556770198599476,0.0544587426460259,0.0571073522546589,0.0601252329185132,0.0722719585496358,0.2975146050564572,0.244461508395327,0.0422998072632568,0.0375267825527373,0.0325863723538722,0.0260299756576106,0.0199406424919571,115120.19629324376,1.7292810514028794e-05,3.458562102805759e-05,6.0524836799100775e-05,0.0,0.0011067398728978,0.0003458562102805,8.646405257014397e-06,0.0004582594786217,0.0001469888893692,0.0004582594786217,4.323202628507198e-05,0.0004841986943928,0.0003112705892525,0.0038822359603994,0.0048679261596991,0.0014266568674073,0.0002766849682244,0.0002420993471964,7.781764731312956e-05,1.7292810514028794e-05,8.646405257014397e-06,8.646405257014397e-06,1.7292810514028794e-05,0.0,43368.0,0.9216113926486624,0.0287168302435478,0.0505484636602732,0.0939123741099493,0.1820942117304937,0.2798376683268769,0.7235519276886183,29171.0,0.113640259161496,0.025847588358301,0.0095385148469141,882.4457380202883,1105.4996416949905,1042.9220873066254,0.0679434525096191,0.056469672733561,0.0175608490769962,0.0531062210885824,0.2074532013315464,0.285279495049933,0.0226103497470926,0.1224936232761229,0.0463274393670831,0.0227919242574899,0.0963728329946824,0.2019627339933422,0.0027409104664735,0.2500713328433703,0.2062513510008214,0.2662401106739873,0.0420042367385759,7.301828741766471,8.219363066567649,0.22864941008534,10.28159508901,0.2001708287782151,0.5630983183881697,46767.0,115655.0,-5.548091024349277,7.139844260073386,0
171,whittlesea,2014,103500568.1,435057.5705946931,15642.0,6223.597997025408,35.3660698145069,937.8790534636664,0.0063081685640103,0.0588394164835896,0.0259178993323821,0.0034751149145786,0.0078589954646825,0.1292231765672653,0.5638431348215178,0.2955995782319555,0.0724901804140869,0.0701226616070834,0.067056121429998,0.0700976965581519,0.0725983622927901,0.2981783835962985,0.2485520271619732,0.0373352306770521,0.0252521469942081,0.0176794154849876,0.0113757406297849,0.0092620331535849,240336.0,0.0688801636265392,0.0709794910379534,0.0763909441406253,0.0772450204173341,0.0715943050061889,0.2916549935357099,0.2546955054388797,0.0319066867256055,0.0229017941143407,0.0163069903464816,0.0101826937576625,0.0072614118526788,219107.6838304125,4.160841488582651e-06,0.0,2.912589042007856e-05,0.0,0.0005242660275614,0.000128986086146,8.321682977165302e-06,0.0001165035616803,5.825178084015712e-05,0.0002330071233606,8.321682977165302e-06,0.0001248252446574,0.0001123427201917,0.0031872045802543,0.0024382531123094,0.0003744757339724,0.0001955595499633,0.0002454896478263,5.409093935157446e-05,2.4965048931495905e-05,4.160841488582651e-06,4.160841488582651e-06,0.0,4.160841488582651e-06,77479.0,0.939264906487844,0.0198625683652264,0.0288504442942923,0.0365251979245018,0.1498616759520136,0.2806050671794938,0.8328837491449296,62114.0,0.1224361657597321,0.0236178639276169,0.006849835232011,946.3841547217426,1103.0189140348043,1024.4183156242832,0.0815941015911057,0.0690325211370747,0.0208582983822648,0.0343893549031356,0.122108215165435,0.3174971706277877,0.0229137540776246,0.0993525730643765,0.0387249517342387,0.0064243392583716,0.0847064110245656,0.2238075028293722,0.005563045070235,0.2465215365155449,0.2011350775580853,0.280636275880434,0.0474086279209107,18.036673056424824,18.56150261424207,0.2568173158073114,18.036673056424824,0.2072319834542881,0.477204289383732,78439.0,240336.0,18.04642526894778,17.204575975365408,0
172,northerngrampians,2014,10350645.47,185500.0,1954.0,8372.959437900896,172.3206577126,11420.312344681086,1.8680595703904812,2.6331518006867363,2.241486506416233,0.000106065947967,0.0003891376377315,0.0031403273956158,0.8083627961128041,0.1880016729058813,0.0513854507705821,0.056416194202667,0.062165615267907,0.0587718597780084,0.0471133115068274,0.213966302004312,0.300007985307035,0.0653996646171045,0.0508664058133035,0.0366126327557294,0.0304639463387367,0.0268306316377864,25046.0,0.0538719198744576,0.061018883201682,0.0677479837293465,0.0658495448128021,0.0452473186712528,0.2369105670436676,0.2888412618120728,0.0508374704569853,0.0411823173612204,0.0369413778587894,0.029134299953695,0.0224170552240279,51354.61991975,0.0001597061407011,0.0,0.0002794857462269,0.0001197796055258,0.0047911842210332,0.0001597061407011,0.0002794857462269,0.0002395592110516,0.0013175756607841,0.0005589714924538,0.0003194122814022,0.0007186776331549,0.0003194122814022,0.0045116984748063,0.0080252335702307,0.0018366206180627,0.0003992653517527,0.0009582368442066,0.0001597061407011,7.985307035055498e-05,3.992653517527749e-05,0.0002395592110516,3.992653517527749e-05,0.0,10311.0,0.8077195189057464,0.0899300369467809,0.0551843408537064,0.0597437308387705,0.2518669915887115,0.4555329260013577,0.8143729997090486,6612.0,0.1208408953418027,0.0270719903206291,0.0041868780333721,814.1459295260688,1014.6012895030872,944.4762490909524,0.0752215922702227,0.0641220154914956,0.0134153158188932,0.0108200910325002,0.0718677633154994,0.4839096063243632,0.0184859857861534,0.2271420586121536,0.0711490856823444,0.0336580691527589,0.1034097261039687,0.2057813622933801,0.0118182544118821,0.0735047512576858,0.0325001996326758,0.0227581250499081,0.0028347839974447,14.027315308628,32.045696017031005,0.0790292923800207,72.88879116459,0.2791975139007537,0.512197155536633,12721.0,25046.0,-181.40959077534535,75.76363318726084,1
